Gene_Symbol	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110
Hcrt	0	0	0	0	0	0	0.1107	0	0	0	0	0	0	0	0
Ghdc	19.8504	19.143	19.2553	21.3898	22.2385	17.4027	19.1262	18.838	18.7311	20.8319	21.9458	24.2988	21.1683	23.0128	22.1957
Gm24358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3304
Stat5b	45.0569	45.7886	37.6531	45.7213	43.4731	45.4282	45.3099	39.3304	43.8416	39.7768	41.4185	38.5387	39.5524	38.9375	42.5136
Stat5a	7.7385	8.4051	6.3693	10.2844	9.3277	9.5018	9.171	8.6239	8.1295	10.1237	9.9081	9.6412	7.8054	8.7927	8.6568
Stat3	72.3474	70.1422	60.2176	65.6208	72.7616	69.8404	67.4811	79.0571	75.013	73.2492	77.6867	78.5451	73.0559	75.331	74.252
Cavin1	788.176	762.6974	720.2043	704.1047	651.0221	666.623	668.0731	597.6735	662.3314	581.4177	622.7597	530.5518	747.0616	562.4799	634.9507
Atp6v0a1	60.46	66.6339	62.6243	72.506	90.0038	66.817	66.8372	84.4006	71.8263	84.5785	82.8704	95.1423	68.615	87.0168	76.3071
Mir6928	0	0	0	0	0	0	0	2.1434	0	0	2.2387	0	0	0	1.3592
Naglu	32.2553	34.0872	29.2523	36.0719	35.8471	37.7338	38.9289	53.8502	39.623	56.5322	56.7159	60.1507	43.3706	62.8427	44.637
Hsd17b1	0.8771	0.8804	0.797	0.5036	0.664	1.2023	0.6811	1.2326	0.6847	0.2295	1.2874	0.9814	0.376	1.0515	0.7106
Ppat	23.9641	24.3772	22.5999	23.0474	26.6698	25.4933	24.2342	24.125	23.024	27.2237	26.1814	26.9917	22.826	24.5547	23.0311
Mlx	37.0136	39.343	37.0654	34.2693	36.323	34.3884	35.8355	36.4018	37.7798	34.7406	34.7277	31.2617	38.2273	34.3844	38.172
Psmc3ip	5.7333	6.3917	5.7024	6.8241	5.7056	6.2873	7.0689	6.3546	5.232	6.5919	5.0856	5.9432	7.144	5.562	6.4372
Retreg3	64.4653	59.9213	65.7572	65.528	62.8405	68.7648	63.529	58.9439	60.637	59.6762	62.5251	61.7968	59.9201	61.1989	60.7345
Tubg1	28.3764	29.8022	27.7193	24.9349	31.1276	24.1555	27.1858	29.3979	27.5122	26.1043	24.8959	23.9054	27.014	25.9835	25.7805
Gm27626	0	0	0	0	0	2.8748	0	0	0	0	0	0	0	0	0
Tubg2	1.7577	2.2083	1.4776	2.6909	2.45	2.6617	2.7416	2.6517	3.2015	2.8907	1.9655	2.4141	2.1238	2.3352	2.1155
Plekhh3	19.3036	21.58	23.2387	24.6963	25.4004	21.0338	24.2576	19.9796	19.1641	23.3338	22.3115	21.1555	17.8481	18.1168	22.0198
Cntnap1	2.6238	2.2359	1.5311	1.951	1.7656	2.0552	2.2157	2.0941	2.0092	2.0399	2.0805	2.2616	2.1421	1.6776	2.8989
Ccr10	1.3609	2.4393	1.4133	2.2657	1.8029	0.9327	2.594	5.911	2.7223	5.0739	4.6304	4.3143	3.3832	2.7439	6.0085
Ezh1	36.9185	34.6777	29.4257	37.1021	33.3213	33.2365	35.3152	27.7485	29.5281	31.3068	30.3512	30.1243	28.5532	25.2725	30.2058
Ramp2	266.75	257.4849	277.1556	210.1404	163.5804	179.327	208.3451	151.3534	178.4449	128.6949	120.1521	93.8602	190.1978	110.393	153.9432
Vps25	2.9504	2.3589	3.5282	2.7102	2.0756	1.9609	2.6257	2.5585	2.5823	3.0878	2.3859	2.7566	2.5139	2.5724	3.4767
Wnk4	7.4677	9.947	11.6143	10.4032	14.2539	8.3444	9.2146	6.1852	7.8739	7.1488	7.329	9.2576	6.2865	6.4492	7.5235
Gm11615	0.3589	0.8235	1.1183	0.1649	1.4492	0.1968	0.8109	0.3668	0.1401	0	0.1916	0.5355	0.1231	0.1565	0.4653
Coa3	112.3413	110.4349	130.0869	117.8043	118.4126	104.1162	108.1774	111.2565	104.3822	117.9199	103.8219	111.5672	122.9528	106.1826	119.9508
Cntd1	0.2989	0.7238	0.2414	0.6405	0.6704	0.4734	0.5439	0.2376	0.4666	0.2433	0.3899	0.2972	0.3416	0.3185	0.3013
Becn1	39.2521	38.9735	40.6119	41.6482	39.3267	37.644	41.6022	41.496	40.3738	38.5357	41.2337	39.7626	40.7424	39.5133	42.6366
Gm11617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psme3	82.4881	84.6325	65.0356	75.7251	70.8002	74.517	77.2318	79.6729	82.8124	74.0861	81.1426	82.1397	83.0639	76.7808	79.4968
Aoc2	3.2328	3.7748	2.0983	3.4468	2.2143	3.4186	3.4234	2.773	2.9743	2.3563	3.5125	3.445	1.9796	2.6173	3.5544
Aoc3	9.9438	11.1155	7.2253	9.2216	6.9265	11.4271	10.9268	8.0521	14.7808	10.6729	8.7492	10.269	9.8916	9.113	10.1095
Gm28156	0	0.2965	0.4026	0.3561	0.5218	0.7086	0.4379	0.9245	0.6053	0.6762	0.8277	0.5141	0.3545	1.2394	0.7538
Gm11618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6pc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0394
Gm25475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27029	0.4237	0.324	1.0266	0.1946	0.2138	0.0774	0.3988	0.2887	0.1654	0.1478	0.1508	0.4916	0.1937	0.3694	0.3661
Aarsd1	3.4633	2.8142	2.7474	3.5789	3.8842	3.5342	3.3414	2.9987	3.079	2.5674	2.9267	2.392	2.705	2.4324	3.2733
Ptges3l	1.8107	1.5978	2.242	1.6632	1.898	1.9856	2.0846	1.7794	1.7397	1.9679	1.7841	2.355	1.9104	1.7609	2.347
Mir6929	0	2.5136	0	4.0254	6.6351	2.4028	1.2375	0	3.4209	0	2.3389	2.1792	1.5027	0	2.8401
Rundc1	28.6506	28.8432	25.8745	27.5309	28.1378	23.7763	28.9919	24.3464	29.2635	24.5981	25.6233	29.2653	27.9269	24.6224	27.5721
Rpl27	301.2629	287.4464	363.9088	310.2011	315.9629	327.2229	293.6186	301.1458	286.3146	260.8422	294.7291	267.0977	296.4661	285.012	280.9086
Ifi35	73.2754	62.9947	67.8859	60.1246	59.9768	51.6434	62.4113	64.3753	59.3242	57.5604	61.8838	58.4208	67.1591	58.2545	67.433
Gm11626	1.7634	4.5516	1.8313	4.4545	2.67	4.3511	2.7388	3.1539	2.409	0.9228	3.2941	3.5077	2.4187	2.3063	4.5715
Vat1	329.9151	333.7727	318.0308	307.6318	330.8135	310.6876	313.869	376.1732	335.6394	364.3875	362.5305	356.842	378.3705	378.7154	319.6937
Rnd2	16.5987	14.8098	16.548	15.3825	14.446	14.0765	15.0823	15.1543	15.9519	15.5959	15.3556	12.6199	15.9874	14.1504	15.4909
Gm11625	0	0	0	0	0.5006	0	0	0	0	0	0	0	0	0	0
Brca1	0.6366	1.0658	0.6432	1.0114	1.8234	1.3961	1.1368	1.1956	1.1819	1.4405	1.5059	1.3689	1.4513	1.605	1.1931
Nbr1	68.3071	66.03	56.0922	65.8456	69.5518	65.3002	66.2951	62.5602	66.532	65.3389	62.3082	66.8742	61.9234	66.6903	67.0761
Tmem106a	20.0232	18.7836	19.5307	18.0919	23.4222	17.8535	18.7858	26.3446	20.5244	30.3564	30.4622	34.1061	23.8065	32.142	26.4391
Gm11634	0.1824	0.2092	0	0	0.1841	0.2	0.103	0	0.1424	0	0.3893	0.3628	0.1251	0.318	0.8273
Gm26316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11635	0	0	0.2732	0	0	0	0	0	0	0	0	0	0	0.2294	0.1705
Rdm1	31.1322	32.6124	39.7838	35.3609	33.5882	29.5403	31.6378	23.6246	27.9407	24.4853	24.5754	26.05	27.3595	25.6807	28.7548
Gm23849	0	0	0.7982	0	0	0	0	0	0	0	0	0	0	0	0
Gm24950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnu2-10	0	0.8817	0	0	0	0	0.4341	0	0	0	0	0	0	0	0
Arl4d	83.2821	90.0534	102.373	59.229	54.0407	64.5356	72.1722	65.8983	69.2413	32.2405	41.7277	32.8574	76.7124	54.5515	52.4603
Dhx8	24.7399	24.2639	19.2388	23.1005	24.9426	25.8824	25.5719	24.1213	23.9586	23.8464	23.7301	25.5053	24.2497	24.1139	25.242
Etv4	0.8986	3.3638	5.1081	4.0838	9.0227	2.5414	1.202	4.3019	2.2152	3.4649	2.5243	2.5401	2.0759	2.0206	2.8507
Meox1	27.0813	26.8335	21.8284	20.3366	22.6132	18.4979	21.9558	36.8354	35.1826	33.5835	31.5803	30.801	44.1945	42.6273	38.9887
Gm11551	0.3581	0.8215	0.7437	0	0.3614	0.3927	1.0111	0	0	0.3747	1.1466	0.7122	0.4911	0.6244	2.3206
Rpl27-ps2	1.8397	1.2662	0	0.338	0.3714	0	0.6234	0	0	0.3851	0.7855	0.3659	0.757	0.9624	0.7154
4930417O22Rik	0.124	0	0	0.1139	0.1252	0	0.3501	0	0	0.1298	0	0.1233	0.085	0.3243	0.2411
Sost	1.4212	0.8967	0.9593	0.2611	0.2869	0.0779	0.2408	0.8715	1.2203	0.8924	1.0619	1.9082	1.0721	2.4782	2.625
Dusp3	139.3119	134.957	113.5445	117.1089	117.0716	119.5902	126.6156	140.5179	140.9131	128.9981	133.4776	130.3546	153.0635	144.6185	143.306
Gm20659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0.5519	0.211	0	0.6759	1.6712	0.807	1.039	0.7521	0.1436	0.3851	0.9819	1.2808	0.6308	0	0.7154
Mpp3	1.4704	1.2382	1.4458	1.3219	1.1368	1.784	2.1203	1.8385	1.3921	0.6221	1.102	1.0268	1.2873	1.0365	1.4801
E130111B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300lg	30.7879	25.0428	31.026	29.9559	22.7932	25.116	29.9292	39.5234	32.408	34.7478	45.5174	41.1836	35.6814	56.3523	47.9372
Mpp2	12.9184	12.7173	8.69	11.8664	12.7005	13.6642	11.2974	12.235	11.7771	13.52	12.8116	13.4255	13.2579	13.8461	15.3197
Ppy	1.7617	2.0209	1.5246	0	1.1855	0	0.3316	0.6001	0	1.2291	0.3134	0.584	0.6041	0.256	0.3806
Pyy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11584	0.4517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11585	6.7082	5.3275	8.574	7.1099	5.469	6.7904	6.5571	6.0647	6.0422	2.9702	4.9573	4.3623	4.6005	5.6238	5.8525
Nags	0.2069	0.178	0.1612	0.2851	0.3655	0.3971	0.2045	0.4229	0.323	0.8662	0.5522	1.492	0.6386	0.6765	0.3688
Gm11586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem101	15.6176	14.7493	16.7468	14.7462	15.7642	15.5334	15.9176	15.59	15.8207	18.4736	13.6468	14.7382	16.9378	16.5934	17.4188
Lsm12	48.6894	49.2249	47.6905	43.8209	44.306	45.7755	46.6635	52.3364	48.566	50.3778	50.6603	49.2202	51.9845	51.0272	51.2378
G6pc3	28.3587	30.489	31.094	31.5622	36.5465	33.8468	35.794	40.1038	35.5231	38.9973	40.338	41.9138	35.8668	41.4581	37.3568
Hdac5	38.9755	39.1866	38.2183	48.6262	44.9106	44.5746	44.0618	37.2867	40.8933	41.053	41.7822	40.4104	34.7909	38.6032	38.0578
Mir8101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC030867	0.1453	0.5554	0.6034	0.4003	1.173	0.4779	0.1914	0.8412	0.3402	0.4054	0.8269	0.4816	0.5313	0.4644	0.6276
Asb16	0.1033	0.0592	0.1609	0.2372	0.7297	1.5855	0.0875	0.1583	0.2419	0.3783	0.4961	0.2568	0.1417	0.2701	0.2008
Tmub2	40.7986	39.388	35.1776	42.353	43.2201	42.0193	42.1725	38.8653	37.7947	45.658	42.5027	43.0453	39.7735	44.8291	42.9721
Atxn7l3	55.7157	53.8204	42.2853	51.4404	50.7727	51.2932	52.9737	53.7739	56.2574	50.5556	53.807	51.9767	53.0887	49.944	54.6024
Ubtf	76.7415	78.1896	69.5035	68.8868	71.7168	66.1207	69.953	68.6288	75.2459	61.2273	63.0219	63.4447	71.6073	66.5967	70.0805
Slc4a1	9.2748	11.0183	2.6495	7.8027	5.3323	7.6035	11.8154	2.1166	3.5381	4.9319	2.8195	2.9853	3.5818	2.1198	4.4353
Bloodlinc	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377	0.1401
Rundc3a	1.5474	3.6648	4.5099	3.4848	5.7439	3.8865	2.791	4.6934	4.3642	4.2838	5.1152	7.6952	4.2449	5.4837	4.4644
Slc25a39	101.7946	112.0075	109.6402	115.23	142.9676	115.4264	107.5196	108.7157	101.71	113.894	105.7024	119.6262	103.6029	112.9958	104.2585
Mir6930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grn	188.5572	189.5444	184.4046	193.659	217.1133	209.7405	196.9913	280.0314	205.1857	265.1817	269.7917	311.6889	222.1113	309.8233	242.4075
Fam171a2	13.1791	13.7686	10.9002	12.4085	14.1104	12.1297	11.2444	11.7854	13.0804	12.6106	14.2186	13.6226	12.9442	13.009	13.6051
Itga2b	5.1142	7.2563	6.1776	6.7005	6.4392	4.3391	8.3762	6.2171	6.4297	6.2257	6.7233	5.381	7.6239	6.0549	6.4197
Gm23563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpatch8	22.7264	22.9816	16.6662	23.514	23.9361	21.2408	23.2167	20.9697	21.8187	20.2339	22.7068	19.9964	18.5529	20.0651	22.1864
Gm11628	2.5755	1.9697	2.6747	3.943	2.5997	0.9415	0.4849	1.7548	3.3509	0.8985	2.7492	0.8539	0.5888	1.497	1.1128
Mdk-ps1	0	0	0	0	0	0	0	0	0.357	0.4786	0	0	0.3136	0	0
Gm25337	0	0	0	1.2966	0	0	0	0	0	0	0	0	0	0	0
Gm11627	5.9482	3.4843	5.52	6.51	4.7265	5.5514	4.7174	6.2084	5.9276	3.9735	3.2422	3.902	3.7321	4.524	4.7572
Fzd2	25.2091	26.5739	25.5551	28.6047	30.9069	22.1509	22.68	27.484	29.753	32.1295	27.508	31.0913	28.118	25.7881	28.5459
Gm11636	2.0864	1.7407	2.3637	4.0072	3.6376	4.5759	3.7492	5.0399	2.9613	5.3596	5.0616	5.0934	2.6016	4.7958	6.3921
2810433D01Rik	4.0204	3.7735	6.326	9.7361	9.5919	6.9473	8.1191	6.2255	5.6111	8.4153	10.2736	10.9053	6.6006	9.8786	8.4485
Psmb5-ps	0	0	0	0.169	0.1857	0	0	0	0	0	0	0	0	0	0
Gm22920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meioc	0.0954	0.1459	0.2642	0.1169	0.1284	0.1046	0.2515	0.2925	0.0993	0.2663	0.1358	0.253	0.1091	0.1941	0.1855
Ccdc43	16.8732	19.5074	15.5149	15.5799	17.9186	15.9014	15.6094	17.1546	17.5279	14.7618	16.4632	16.5632	18.4124	15.4393	16.8019
Gm11637	0	0	0	0	0	0	0.1401	0	0	0	0	0	0	0	0
Gm16342	0	0	0.1487	0	0	0	0	0	0	0	0	0	0	0.1249	0.0928
Adam11	1.6833	1.5151	0.9681	1.6889	1.6729	1.8175	1.7843	1.4027	1.2938	1.8972	1.4098	1.8544	1.0123	1.1967	1.8126
Gjc1	17.6061	17.1337	13.012	12.8032	13.7431	11.9383	13.6058	15.5343	17.5005	16.1228	17.7284	14.7381	17.3469	15.4528	17.0397
Gm22683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd1b	43.5045	49.9062	49.3188	37.7328	35.6899	37.0637	47.9651	44.4615	48.438	53.3305	52.3586	49.1296	47.5468	42.1619	50.6613
Eftud2	25.0068	25.9584	22.8458	24.8338	25.2238	23.5875	25.6387	24.4131	23.9985	25.1831	24.1918	24.3668	24.1537	24.1357	24.3783
Gm26668	0.1212	0.5096	0.3355	0.5194	0.6522	0.3986	0.2509	0.454	0.3783	0.3381	0.388	0.241	0.3047	0.3169	0.3664
Ccdc103	3.0293	3.386	3.5492	2.1405	2.5873	3.7479	5.2203	3.9692	4.2445	3.4143	2.819	4.249	4.2083	2.8444	5.6382
Fam187a	0	0.1077	0	0.0863	0	0.103	0.053	0.192	0	0	0	0.0934	0.0644	0.0819	0.0609
Gfap	0.2436	0.1597	0.253	0.1599	0.0351	0.3435	0.1179	0.0356	0.2989	0.255	0.1858	0.2769	0.1671	0.3035	0.1579
Kif18b	0.822	1.7444	1.0243	1.3591	1.5764	1.1718	0.882	1.4701	1.1871	1.1614	1.5355	1.3489	1.3529	1.72	1.1187
C1ql1	0.0997	0	0.1035	0.2746	0.2012	0.4372	0.1126	0	0.2334	0	0.1064	0.0991	0.1367	0	0.1938
2410004I01Rik	16.4492	13.904	15.6695	15.6777	13.4825	14.1052	15.7859	8.0895	11.3925	7.2485	8.4492	8.4875	6.9552	6.7934	8.3362
Dcakd	21.481	23.5218	20.757	21.7365	27.6539	20.2811	18.1003	20.3099	21.6557	25.1262	22.2551	26.7342	20.916	22.735	21.9621
Mir6931	0	0	2.0602	0	2.0025	0	1.1204	0	0	0	0	0	0	1.7297	2.5715
Nmt1	61.3618	59.6831	55.7619	61.3912	63.5028	58.6583	58.0394	65.8218	61.8802	63.4844	65.5934	65.3653	62.5916	65.7971	62.8481
Plcd3	8.6535	9.083	8.8517	8.0283	9.9575	8.0186	8.6503	8.7996	9.4909	8.7395	9.5603	8.1762	8.5755	7.8088	9.6182
Acbd4	35.0395	32.9133	34.6751	36.502	34.0059	32.176	36.6988	29.9866	33.0886	31.5969	29.3456	31.0712	33.5944	28.5019	32.2331
Hexim1	94.8463	96.082	92.3899	71.6118	78.3526	79.5505	86.6593	83.2814	86.9587	59.8745	65.2828	67.3023	86.2193	74.9304	77.994
Hexim2	2.1034	3.1226	3.5335	2.6709	3.5594	2.3745	2.9	2.6555	2.9942	2.9136	3.5	3.138	2.8002	2.1036	1.8043
Fmnl1	35.2539	35.9096	33.3224	42.688	43.8948	42.0993	45.8157	37.6629	35.8068	42.2296	41.3976	38.602	32.3675	34.3656	36.9594
Gm20511	0.9658	3.6932	2.006	3.8444	2.2747	2.4713	4.3637	2.3032	3.0158	1.0108	2.0619	2.5616	1.7663	2.2456	2.2952
1700023F06Rik	0.2022	0.348	0.21	0.3715	0.3062	0.3326	0.3426	0.5167	0.3157	0.2116	0.1079	0.3017	0.416	0.1763	0.1966
Spata32	0	0	0	0	0.1333	0	0	0	0	0	0.1409	0	0	0	0
Map3k14	8.0015	7.0449	7.006	8.6263	6.9454	6.9557	8.2405	7.559	7.3659	8.2803	7.3927	8.9389	7.209	6.8786	6.9724
1700028N14Rik	0	0	0.2041	0.1805	0.1984	0	0.111	0.2009	0.3068	0.2057	0.2098	0.1955	0.1348	0.1713	0.1274
Arhgap27	31.9929	32.3691	31.5607	35.0844	32.8243	28.9856	31.2645	28.7675	29.0297	28.4772	34.1748	31.6373	29.6941	28.3329	28.1058
Arhgap27os3	1.0221	1.1108	0.6145	2.2236	2.3349	1.8288	2.0052	0.8247	1.3018	1.4638	1.8375	1.2306	0.9223	0.7035	1.1854
Arhgap27os2	0.6337	0.9693	0.7678	0.291	0.4264	0.9266	0.8351	0.6476	0.4947	0.6632	0.2255	0.7353	0.507	0.9208	0.5476
Arhgap27os1	1.7496	2.1895	2.6428	3.2142	4.1742	2.7907	3.144	2.9259	2.8557	3.1627	4.0747	3.6384	2.5088	1.6641	3.2986
Plekhm1	40.5389	37.0792	32.1109	38.729	38.4859	37.7117	36.3569	38.4139	36.1967	39.9038	41.067	45.5057	35.6801	42.4011	37.6242
Gm39397	0	0.7386	0.6687	0	0	0	0	0.658	0	0	0	0.6404	0	0	0.8346
Lrrc37a	0	0	0	0	0	0	0.0086	0	0	0	0	0	0	0	0.0099
Gm884	0	0	0	0	0	0	0	0	0	0	0.0143	0	0	0	0
Gm11643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyzl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rprml	19.7679	18.3415	16.4532	16.1554	12.7643	13.0704	19.0449	16.1919	20.4238	16.277	13.4984	11.7097	21.6313	10.5186	18.1811
Gosr2	89.8096	92.2482	74.4543	89.0611	87.6122	90.304	91.8216	102.1214	95.3717	102.4598	98.5528	97.3248	101.5436	99.3485	97.3585
C130046K22Rik	7.5285	5.6136	4.1046	3.8035	4.1795	5.3663	6.2715	3.8471	4.1139	4.1365	3.4154	4.3054	4.1305	3.1179	3.2935
Gm11642	12.6787	4.593	2.7719	8.2749	6.062	5.4883	6.2183	4.7739	5.73	6.9838	3.2053	7.6323	5.2628	3.4908	3.0273
Wnt9b	0.0325	0.0746	0.1012	0.0298	0.0328	0	0	0.0332	0.0254	0.068	0.0694	0.0646	0.0223	0.085	0.1053
Wnt3	0.3341	0.219	0.0991	0.0877	0.3372	0.2093	0.4043	0.3414	0.4471	0.6493	0.7132	0.4272	0.5892	0.2497	0.3093
Nsf	20.1405	18.6448	16.1846	18.2904	18.9978	17.9006	19.2724	23.8014	20.2398	23.711	22.062	22.9004	21.1832	24.3081	20.6112
Gm8738	0.8924	3.0713	0.9268	0.4099	0.9008	0.9787	0	0.456	1.045	0.467	0	1.7752	1.2241	0.389	1.1568
Arf2	60.5733	57.5779	52.9376	54.3812	54.024	66.4256	67.0921	77.4198	67.8505	69.749	68.2124	70.1314	67.9375	74.0743	72.1041
Crhr1	0.0597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sppl2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapt	67.3307	66.1693	56.0754	61.0957	48.2662	43.4165	48.54	31.6566	44.2363	31.2957	33.501	27.4531	46.7641	30.0829	43.9653
Gm11659	0	0	0	0	0	0	0.1779	0	0	0.3297	0	0	0	0	0
Gm22743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl1	39.5739	34.8871	26.5701	37.0575	37.3799	37.3316	36.8842	36.9959	38.1946	36.2091	34.3549	36.3219	35.8108	35.5464	37.4543
Gm47315	0	0	0	0.93	0	0	0.5718	0	0	0	0	1.007	0	0.8827	0
Gm11660	0	0	0	0	0	0	0	0	0.2782	0	0	0.7088	0	0.3107	0
Cdc27	23.6609	23.8812	18.2762	25.2953	23.1002	22.6746	23.3818	22.1403	24.1747	26.0661	24.6295	23.9766	23.8004	21.2236	23.9232
Myl4	60.47	77.0677	61.9755	64.3283	39.0191	75.8251	61.0255	45.9133	100.6122	44.9298	40.148	53.1831	62.0323	44.7451	99.7611
Gm11665	0.5151	0	0	0.9463	0	0.5649	0.2909	0	0	0	0	0	0.3533	0.4491	0.3338
Gm22000	0	0	0	0	0	0.2205	0.1136	0	0.314	0	0	0.2	0.1379	0	0
Gm11661	0.1106	0	0	0	0	0	0	0	0	0	0.1181	0	0	0	0
Gm11663	0	0	0.5257	1.395	0	1.1103	0.5718	0	0	0	0	1.007	0	0	0
Itgb3	15.5737	18.1508	17.4908	19.5615	16.2974	15.1959	19.4738	21.2048	19.673	17.0801	18.0048	17.9388	19.6549	18.025	19.2998
Gm11662	0.2461	0.1412	0.1278	0	0	0	0.0695	0	0	0.1288	0	0	0.1688	0	0.0798
Gm11639	0.0246	0	0.0085	0	0.0166	0.018	0.0046	0	0.0256	0.0172	0.0175	0.0326	0.0056	0.0143	0.0159
Gm11623	0	0	0	0	0	0	0	0.1225	0	0	0	0	0	0	0
Gm11621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11624	0	0	0	0	0	0	0	0	0	0	0	0	0.0967	0	0.0914
Efcab3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl2	12.1366	11.6434	11.617	10.7913	11.4658	9.2833	10.5621	10.2849	10.8902	11.0746	12.2635	11.6842	12.6184	11.3725	10.5809
Gm24290	0	0	0	1.4047	0	0	0	0	0	0	0	0	0	0	0
Gm10842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11620	0.7161	0.8215	0.4958	2.2658	1.4457	0.8726	1.3931	0.9758	0.4348	0.8328	0.9343	1.0288	0.6003	0.8325	1.2377
1700052K11Rik	5.9387	6.2676	9.621	10.583	8.9118	8.9004	9.1676	8.133	8.1284	10.6075	9.5088	9.5686	7.3039	8.3191	8.3136
Tlk2	20.2836	17.8217	16.3602	20.4699	19.8495	19.0514	19.6747	20.172	20.1935	19.2101	18.4474	20.4269	19.2129	18.8585	19.135
Mrc2	60.4249	62.0492	44.2018	56.07	41.0312	40.8384	49.3193	74.1409	58.7255	66.0705	74.8778	83.5716	64.5356	70.7301	68.5428
10-Mar	0.5528	0.7927	0.4664	0.8569	0.5231	0.341	0.9366	0.3531	0.6743	0.7594	0.5901	0.6185	0.6161	0.6627	1.0748
Gm11638	0.1818	0.1043	0.0944	0	0.0918	0.1994	0.1027	0.1858	0.071	0.1903	0.097	0	0.187	0.317	0
Gm11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3498
Tanc2	10.2468	10.5984	8.1806	9.8509	13.029	8.7742	8.3535	10.3909	11.0011	10.5574	11.1171	11.519	10.5561	12.0173	11.1904
Gm23990	0	0	0	0	0	0	0	0	0	0	0	0	0.8605	0	0
Gm11652	0	0.3988	0.2407	0.3193	0.7017	0.3812	0.1309	0	0.3618	0.4851	0.6184	0.2305	0.3179	0.3031	0.2253
Gm11653	0.1455	0	0.1511	0	0.5874	0	0.0822	0.1487	0	0	0	0	0	0	0
Cyb561	80.7774	87.0856	96.9494	95.9793	100.2761	86.1578	97.4369	95.5741	98.601	95.9793	100.6382	96.8868	95.747	94.1144	98.5825
Gm9910	6.7247	7.1709	6.0983	10.8751	7.3614	6.6473	9.147	5.5174	5.3234	7.0378	7.3803	4.5216	4.5469	2.9728	3.1306
Gm11651	1.7317	2.759	1.9981	3.7999	3.8842	1.688	2.445	2.3597	2.8537	1.7116	2.1565	1.3395	1.5175	1.0065	2.0575
Ace	816.776	781.9351	748.6135	910.3907	757.6758	703.7314	852.9944	561.5754	701.4972	590.1017	602.9329	537.7253	648.148	458.0968	625.8804
Ace3	0.5968	1.141	0.964	1.8882	0.8701	0.5817	0.8988	0.6777	0.3623	0.5552	0.3539	0.2638	0.5457	0.2891	0.6446
Kcnh6	0.1655	0.0949	0.043	0.19	0.167	0	0.1402	0	0.0323	0.0433	0.1325	0.2468	0.0851	0.1082	0.134
Dcaf7	61.3267	59.532	44.4965	60.3784	62.7718	58.5631	57.6038	57.3182	61.8316	56.9177	60.2242	58.5895	57.1447	57.1217	55.4143
Gm11646	0.3698	0	0.768	0.6793	1.1198	1.2165	0.2088	1.1338	0.2887	0.387	1.1842	0.7356	0.5072	1.2896	1.438
Taco1os	0.228	1.569	0.9469	0.2094	1.1505	0.25	1.1587	1.8638	1.0677	1.4315	1.2167	0.6802	1.5634	2.385	3.1025
Taco1	18.6825	17.6567	15.874	18.0386	17.8934	18.625	16.0067	15.7304	18.8929	19.6636	18.5826	15.7306	18.782	19.8983	18.506
Map3k3	103.7822	102.5186	76.5882	104.1802	89.2855	95.2811	99.1305	87.8283	96.5971	79.8957	83.9035	78.9388	86.8409	81.227	84.2891
