Gene,S4,S5,S6,S7,S8,S9,S11,S13,S14,SYMBOL
ENSMUSG00000036533,61.0509,60.0175,56.5801,66.2257,65.315,64.9032,67.2309,55.9867,70.1469,Cdc42ep3
ENSMUSG00000097791,1.8175,1.9504,2.4963,2.8004,1.7754,1.8645,1.8874,1.8575,1.6476,Gm17315
ENSMUSG00000036368,41.7118,47.5693,42.302,39.9614,43.7477,39.488,37.9127,28.142,39.7477,Rmdn2
ENSMUSG00000066944,0.9816,1.3763,1.2459,1.0019,0.5505,0.8372,1.232,0.3344,1.1068,NA
ENSMUSG00000024087,6.1837,6.9294,6.8082,9.3354,8.7846,6.5614,7.5183,6.0272,7.3525,Cyp1b1
ENSMUSG00000103091,0,0,0,0,0,0,0,0,0,Gm37555
ENSMUSG00000059811,40.4366,41.3104,35.5422,37.181,37.1687,42.0727,38.1996,47.135,43.0703,Atl2
ENSMUSG00000024095,20.0904,18.7056,16.9207,17.6344,19.3017,18.6537,19.4905,19.8257,19.5401,Hnrnpll
ENSMUSG00000088183,1.5292,3.5085,6.3523,0,0,3.3539,1.7273,3.1257,0,Gm22215
ENSMUSG00000088276,0,0,0,0,0,0,0,0,0,Gm23125
ENSMUSG00000035473,10.4353,10.7466,9.5439,11.1105,12.568,12.939,10.8829,11.1496,9.6735,Galm
ENSMUSG00000088453,0,0,0,0,0,0,1.6784,1.2149,0,Gm25706
ENSMUSG00000024097,116.1435,119.5634,98.9394,88.165,98.702,88.9363,101.647,94.8666,102.0291,Srsf7
ENSMUSG00000046196,0.1806,0.2072,0.3752,0.1659,0.0608,0.1981,0.2381,0.2462,0.188,Ttc39d
ENSMUSG00000055760,6.5795,6.0146,6.0854,4.2495,6.2262,5.8624,6.5028,6.304,6.9017,Gemin6
ENSMUSG00000035051,17.8989,17.8128,15.3748,21.2755,21.219,16.2987,19.6459,17.6721,17.7645,Dhx57
ENSMUSG00000045257,10.7141,16.2132,14.6775,15.0765,15.8768,11.7492,14.5481,12.8136,16.0156,Morn2
ENSMUSG00000054901,0.4503,0.4133,0.3741,0.5377,0.6818,0.3457,0.5341,0.4602,0.5273,Arhgef33
ENSMUSG00000066938,0,0,0,0,0,0,0,0,0,Gm10190
ENSMUSG00000024241,17.1677,16.1441,10.5637,15.9209,15.2021,15.1621,16.4539,17.3603,17.1406,Sos1
ENSMUSG00000033966,8.1642,7.2971,6.97,7.3614,6.2185,8.6784,9.1369,7.9343,9.9704,Cdkl4
ENSMUSG00000024242,95.141,95.4885,73.0392,101.1303,90.1496,85.8788,94.3748,91.2411,93.2839,Map4k3
ENSMUSG00000054957,1.8821,2.5909,2.7364,1.7289,3.0397,2.4768,2.9763,1.9235,1.7631,Gm9959
ENSMUSG00000071040,0,0,0,0.3539,0,0,0,0,0,Gm9386
ENSMUSG00000024245,27.7858,31.2787,26.5181,27.0338,25.6874,28.4769,27.2296,37.2434,26.4203,Tmem178
ENSMUSG00000024246,5.6951,5.2628,6.4893,7.2657,6.3074,7.4596,7.1475,6.7096,6.0511,Thumpd2
ENSMUSG00000054640,15.8614,17.2771,11.2238,21.1882,17.4749,17.778,17.5487,21.1706,22.9279,Slc8a1
ENSMUSG00000079333,0,0,0,0,0,0,0,0,0,Gm11096
ENSMUSG00000097897,0,0,0,0,0,0,0,0,0,Rpl31-ps25
ENSMUSG00000099014,0,0,0,0,0,0,0,0,0,Gm27359
ENSMUSG00000088817,0,0,0,0,0,0,0,0,0,Gm22386
ENSMUSG00000094390,0,0,0,0,0,0,0,0,0,Gm23400
ENSMUSG00000073371,0,0.5848,1.0587,3.2776,1.5436,0.559,0.2879,2.6048,0,Gm6594
ENSMUSG00000100154,0,0,0.2101,0,0,0,0,0.1034,0,Gm29052
ENSMUSG00000024247,29.6643,30.3036,31.9866,29.6354,34.4777,29.9184,24.3047,29.7636,25.6921,Pkdcc
ENSMUSG00000088410,0,1.2475,0,0,0,0,0,0,0,Gm24240
ENSMUSG00000094256,0,0,0,0,0,0,0,0,0.4745,Rpl21-ps7
ENSMUSG00000032624,29.9543,28.7949,22.8195,28.3076,29.8543,28.4725,25.8402,30.3653,27.0242,Eml4
ENSMUSG00000024248,171.7641,181.4759,203.4967,207.9785,195.8548,191.5873,185.05,189.539,190.7344,Cox7a2l
ENSMUSG00000045053,0,0.0502,0,0,0.0883,0.2399,0.0494,0.0447,0.0341,Kcng3
ENSMUSG00000055817,15.4286,14.2161,12.8982,20.992,20.5601,17.4943,17.5362,17.0373,16.9563,Mta3
ENSMUSG00000000673,4.2048,2.205,1.8714,8.9386,5.4568,5.9284,7.9383,3.5606,4.0326,Haao
ENSMUSG00000097254,0.0908,0.5207,0.0943,0.2502,0.4582,0.1991,0.3076,0.2784,0.2126,C430042M11Rik
ENSMUSG00000103015,0,0,0.1125,0,0.2552,0.0396,0.0612,0.1107,0.1128,Gm37549
ENSMUSG00000045817,142.5639,139.6884,131.0347,183.787,164.6805,156.7937,161.8997,161.6386,154.2724,Zfp36l2
ENSMUSG00000024251,9.0497,7.9889,5.9366,9.8692,9.4353,8.4946,8.2343,7.9357,9.143,Thada
ENSMUSG00000065732,0,0,0,0,0,0,0,0,0,Gm24492
ENSMUSG00000096415,0,0,1.4248,0,0,0,0.7749,0,1.071,Gm24722
ENSMUSG00000040852,17.6738,17.9267,14.0589,21.7179,20.4865,20.1763,20.6134,21.7231,22.6505,Plekhh2
ENSMUSG00000065319,0,0,1.3987,0,0,1.477,0,0,0,Gm26066
ENSMUSG00000024253,42.3564,42.8653,51.1258,43.8979,49.9166,44.8679,44.3361,47.3677,52.1069,Dync2li1
ENSMUSG00000040505,0.2165,0.0621,0.1124,0.0994,0.3278,0.0594,0.3057,0.3319,0.1268,Abcg5
ENSMUSG00000024254,0.0392,0.1348,0.0407,0.1079,0.0395,0.0429,0.0885,0.1201,0.0917,Abcg8
ENSMUSG00000024120,14.2766,13.2287,11.3302,12.2895,13.3825,12.9299,14.2345,13.3204,13.1122,Lrpprc
ENSMUSG00000097047,2.5816,2.9615,1.7873,3.478,3.127,3.9634,3.6936,1.583,1.7465,1110020A21Rik
ENSMUSG00000061130,59.3602,61.8616,51.9229,60.2502,56.0717,58.3915,54.757,53.3016,54.5684,Ppm1b
ENSMUSG00000024131,0.3818,0.073,0.1983,0.1754,0.1927,0.2093,0.2875,0.5853,0.0994,Slc3a1
ENSMUSG00000024127,24.6465,27.4818,21.3359,26.7589,25.8837,25.8928,27.103,26.168,26.6603,Prepl
ENSMUSG00000071037,10.8745,12.4747,9.254,11.0988,10.0618,8.447,9.4682,10.9594,9.1963,Camkmt
ENSMUSG00000097803,0.3904,0.4479,0.4055,0.3586,0,0,0,0,0,Rpl31-ps16
ENSMUSG00000098438,0,0,0,0,0,0,0,0,0,Gm27178
ENSMUSG00000093460,0.0124,0.0283,0,0,0.0125,0,0.0349,0.0126,0.0289,Six3os1
ENSMUSG00000098775,0,0,0,0,0,0,0,0,0,Gm27435
ENSMUSG00000099159,0,0,0,0,0,0,0,0,0,Gm27801
ENSMUSG00000038805,0.1348,0.0928,0.056,0.0743,0.0272,0.1774,0.0761,0.2479,0.2525,Six3
ENSMUSG00000099317,0,0,0,0,0,0,0,0,0,Gm27610
ENSMUSG00000098828,0,0,0,0,0,0,0,0,0,Gm27283
ENSMUSG00000098323,0,0,0,0,0,0,0,0,0,Gm27275
ENSMUSG00000099332,0,0,0,0,0,0,0,0,0,Gm27502
ENSMUSG00000098920,0,0,0,0,0,0,0,0,0,Gm27427
ENSMUSG00000099635,0,0,0,0,0,0,0,0.1751,0,Gm28528
ENSMUSG00000024134,0.4157,0.3974,0.2878,0.2546,0.2797,0.3799,0.3913,0.5664,0.4327,Six2
ENSMUSG00000100345,0,0.2603,0,0,0,0,0,0,0,Gm29418
ENSMUSG00000024135,14.6806,14.5986,13.8204,12.9121,14.8603,11.3103,13.6463,12.6234,13.6677,Srbd1
ENSMUSG00000045038,48.787,47.1989,36.2191,53.2829,42.8978,48.4454,49.2374,37.0078,43.2139,Prkce
ENSMUSG00000100738,0,0,0,0.2043,0,0,0.1256,0,0,2010106C02Rik
ENSMUSG00000071036,1.0983,1.7639,1.977,1.9505,0.9608,1.6059,1.4887,1.0476,0.8574,Gm10309
ENSMUSG00000087710,0,0,0,0,0,0,0,0,0,Gm22235
ENSMUSG00000024140,1972.7678,2130.467,1379.315,2211.0071,1649.6631,1809.4259,1859.1192,1204.6065,1085.9524,Epas1
ENSMUSG00000099798,0,0,0,0,0.2157,0,0.2414,0,0,Gm29168
ENSMUSG00000037689,0,0,0,0,0,0,0,0.1977,0,Tmem247
ENSMUSG00000053375,0,0,0,0,0,0,0,0,0,Atp6v1e2
ENSMUSG00000024143,56.9399,55.176,43.4855,56.6562,52.9761,58.3689,55.4272,58.6985,65.2375,Rhoq
ENSMUSG00000024145,21.3968,22.3295,21.1402,12.6935,19.0478,16.9463,18.8816,16.2488,22.9665,Pigf
ENSMUSG00000024146,53.2514,52.4309,54.6777,47.1821,50.8081,50.4973,51.5773,54.7734,55.8945,Cript
ENSMUSG00000087736,0,0,0,0,0,0,0,0,0,Gm24648
ENSMUSG00000071035,0.9953,0.5709,1.0336,0.9142,0.8372,0.7276,0.8432,0.6781,0.777,Gm5499
ENSMUSG00000037104,41.2139,39.8015,33.6709,41.5115,39.0701,39.7342,42.6637,42.4963,49.1853,Socs5
ENSMUSG00000095035,0,0,0,0,0,0,0,0,0,Gm22346
ENSMUSG00000024150,85.2621,86.5898,95.723,82.7072,93.0399,80.4331,81.1652,90.2395,87.837,Mcfd2
ENSMUSG00000085287,2.0198,1.6463,1.9871,3.1735,2.8435,2.2149,2.1013,2.2815,1.9086,4833418N02Rik
ENSMUSG00000036918,31.9416,34.4817,32.5675,33.7394,44.3728,36.7867,32.718,33.167,31.4856,Ttc7
ENSMUSG00000089701,0,0,0.2066,0,0.4016,0,0.4494,0.2033,0.1553,Gm15978
ENSMUSG00000089755,1.6588,0.9515,0.5742,1.5237,1.9534,2.1223,1.2491,0.8477,1.7266,0610012D04Rik
ENSMUSG00000036557,0,0,0,0.1116,0.368,0,0.0686,0.1242,0,Stpg4
ENSMUSG00000036438,660.076,628.9775,675.5053,610.0926,641.9244,648.6767,631.9213,628.9825,678.463,Calm2
ENSMUSG00000089427,0,0,0,0,0,0,0,0,0,Gm26005
ENSMUSG00000100847,0,0,0,0,0,0,0,0,0,Gm28676
ENSMUSG00000045394,138.2422,132.2502,158.0614,143.1139,178.9819,144.417,121.4403,114.2181,127.2402,Epcam
ENSMUSG00000024151,13.3557,12.9709,11.8804,12.7324,12.8096,13.0705,14.0339,11.7462,11.1111,Msh2
ENSMUSG00000050138,4.4739,4.7843,5.3549,5.7117,5.4344,5.4883,7.2376,5.7348,5.9786,Kcnk12
ENSMUSG00000093922,0,0,0,0,0,0,0,0,0,Rpl36-ps4
ENSMUSG00000005370,16.9099,17.3792,13.4035,15.2476,15.5707,15.7054,17.3657,16.7176,16.9988,Msh6
ENSMUSG00000005371,79.39,72.1751,62.2481,79.5308,66.8325,76.1437,73.9077,66.2197,73.008,Fbxo11
ENSMUSG00000058869,0,0.3494,0,0,0,0,0,0,0,Gm4832
ENSMUSG00000097676,0,0,0,0,0,0,0,0.1422,0,Gm26612
ENSMUSG00000088791,0,0,0,0,0,0,0,0,0,Gm22542
ENSMUSG00000095624,0,0,0,0,0,0,0,0,0,Gm23947
ENSMUSG00000034998,22.7083,21.7922,18.2774,20.7308,18.1075,17.8342,19.9135,22.229,23.9887,Foxn2
ENSMUSG00000034709,25.3244,25.7659,24.1852,28.016,27.2685,26.3334,26.7732,26.481,25.6134,Ppp1r21
ENSMUSG00000103075,0,0,0,0,0,0,0.4581,0,0,Gm38109
ENSMUSG00000033855,44.5191,42.2791,37.2963,43.8765,36.8081,37.9951,39.154,34.1487,37.6678,Ston1
ENSMUSG00000024154,0,0.1039,0.1881,0,0.0914,0,0,0,0.0707,Gtf2a1l
ENSMUSG00000024107,0.115,0.3298,0.1791,0.3169,0.058,0.1261,0.3248,0.0588,0.0898,Lhcgr
ENSMUSG00000032937,0,0,0,0,0,0,0,0,0,Fshr
ENSMUSG00000066878,0.6057,0.6948,0.1573,0.3477,0.3057,0.5812,0.5131,0.619,0.5319,Gm10184
ENSMUSG00000024109,0.1133,0.2193,0.1177,0.1431,0.1286,0.1087,0.092,0.2171,0.199,Nrxn1
ENSMUSG00000092706,0,0,0,0,0,0,0,0,0,Gm24510
ENSMUSG00000073367,0,0,0,0,0,0,0,0,0,Gm10493
ENSMUSG00000093716,0,0,0,0,0,0,0,0.4479,0,Gm19815
ENSMUSG00000092549,0,0,0,0,0,0,0,0,0,Gm20491
ENSMUSG00000090160,0,0,0,0,0,0,0,0,0,4930480K15Rik
ENSMUSG00000105477,0,0,0,0,0,0,0,0,0,Gm47307
ENSMUSG00000071033,0,0,0,0,0,0,0,0,0,Gm10308
ENSMUSG00000098740,0,0,0,0,0,0,0,0,0,Gm27475
ENSMUSG00000043346,0.1104,0,0.1146,0,0.1114,0,0,0,0,Gm6741
ENSMUSG00000087425,0,0,0,0,0,0,0,0,0,Gm15404
ENSMUSG00000081412,0,0,0,0,0,0,0.0676,0,0,Gm15403
ENSMUSG00000087942,0,0,0,0,0,0,0,0,0,Gm24244
ENSMUSG00000105064,0,0,0,0,0,0,0,0,0,Gm44345
ENSMUSG00000098122,0,0,0,0,0,0,0,0,0,Gm27039
ENSMUSG00000024256,0.1406,0.1613,0.5111,0.1292,0.4258,0.0771,0.0397,0.1437,0.494,Adcyap1
ENSMUSG00000094473,0,0,0,0,0,0,0,0,1.071,Gm25935
ENSMUSG00000077433,0,0,0,0,0,0,0,0,0,Gm22593
ENSMUSG00000055660,11.2665,12.846,7.3746,11.3526,10.614,9.8091,9.8722,10.6071,8.8482,Mettl4
ENSMUSG00000098090,0.9424,1.1582,1.1883,2.2259,1.0191,1.3287,1.3305,1.4446,0.7882,2700099C18Rik
ENSMUSG00000098121,0,0,0,0,0,0,0,0,0,Gm27038
ENSMUSG00000066057,1.1517,1.8497,2.0732,2.1864,1.24,1.684,1.7345,0.8632,1.4385,Gm1976
ENSMUSG00000097460,0.1842,0.317,0,0.2538,0.4648,0.101,0.2601,0.0941,0.0719,Gm26734
ENSMUSG00000065658,0,0,1.3143,0,0,0,0,0,0,Gm23102
ENSMUSG00000095193,2.1479,2.8925,2.2306,3.2598,3.2992,1.5362,2.2679,2.4815,3.4993,Gm20939
ENSMUSG00000101796,0,0,0,0,0,0,0,0,0,Gm29277
ENSMUSG00000101492,0,0,0,0,0,0,0,0,0,Gm29089
ENSMUSG00000100968,0,0,0,0,0,0,0,0,0,Gm2098
ENSMUSG00000053211,0,0,0,0,0,0,0,0,0,Zfy1
ENSMUSG00000069053,0,0,0,0,0,0,0,0,0,Uba1y
ENSMUSG00000101036,0,0,0,0,0,0,0,0,0,Gm28588
ENSMUSG00000101107,0,0,0,0,0,0,0,0,0,Gm28587
ENSMUSG00000101666,0,0,0,0,0,0,0,0,0,Rhoay-ps3
ENSMUSG00000056673,0,0,0,0,0,0.0106,0,0,0,Kdm5d
ENSMUSG00000106618,0,0,0,0,0,0,0,0,0,Gm47281
ENSMUSG00000069049,0,0,0,0,0,0,0,0,0,Eif2s3y
ENSMUSG00000099876,0,0,0,0,0,0,0,0,0,Gm29650
ENSMUSG00000091749,0,0,0,0,0,0,0,0,0,Tspy-ps
ENSMUSG00000068457,0,0,0,0,0,0,0,0,0,Uty
ENSMUSG00000069045,0,0,0.0293,0,0,0,0,0,0,Ddx3y
ENSMUSG00000101059,0,0,0,0,0,0,0,0,0,Gm4017
ENSMUSG00000099809,0,0,0,0,0,0,0,0,0,Gm18665
ENSMUSG00000069044,0,0,0,0,0,0,0,0.0185,0,Usp9y
ENSMUSG00000077793,0,0,0,0,0,0,0,0,0,Gm25565
ENSMUSG00000100842,0,0,0,0,0,0,0,0,0,Gm17790
ENSMUSG00000101947,0,0,0,0,0,0,0,0,0,Gm29167
ENSMUSG00000100619,0,0,0,0.0497,0,0,0,0,0,Gm8446
ENSMUSG00000100877,0,0,0,0,0,0,0,0,0,Gm28534
ENSMUSG00000100576,0,0,0,0,0,0,0,0,0,Gm28975
ENSMUSG00000100326,0,0,0,0,0,0,0,0,0,Gm28974
ENSMUSG00000100356,0,0,0,0,0,0,0,0,0,Gm18797
ENSMUSG00000101443,0,0,0,0,0,0,0.1427,0,0,Rhoay-ps1
ENSMUSG00000000103,0,0,0,0,0,0,0,0,0,Zfy2
ENSMUSG00000099614,0,0,0,0,0,0,0,0,0,Uba1y-ps2
ENSMUSG00000099973,0,0,0,0,0,0,0,0,0,Gm18796
ENSMUSG00000099888,0,0,0,0,0,0,0,0,0,Gm29552
ENSMUSG00000100445,0,0,0,0,0,0,0,0,0,Gm29550
ENSMUSG00000102072,0,0,0,0,0,0,0,0,0,Gm29551
ENSMUSG00000101290,0,0,0,0,0,0,0,0,0,Gm8480
ENSMUSG00000100103,0,0,0,0,0,0,0,0,0,Gm29553
ENSMUSG00000093335,0,0,0,0,0,0,0,0,0,Gm22119
ENSMUSG00000102120,0,0,0,0,0,0,0,0,0,Gm28630
ENSMUSG00000099445,0,0,0,0,0,0,0,0,0,Gm28629
ENSMUSG00000094881,0,0,0,0,0,0,0,0,0,H2al2c
ENSMUSG00000099748,0,0,0,0,0,0,0,0,0,Uba1y-ps1
ENSMUSG00000069036,0,0,0,0,0,0,0,0,0,Sry
ENSMUSG00000101064,0,0,0,0,0,0,0,0,0,Gm18798
ENSMUSG00000095573,0,0,0,0,0,0,0,0,0,H2al2b
ENSMUSG00000101114,0,0,0,0,0,0,0,0,0,Gm28628
ENSMUSG00000102053,0,0,0,0,0,0,0,0,0,Gm4064
ENSMUSG00000100700,0,0,0,0,0,0,0,0,0,Gm6137
ENSMUSG00000101066,0,0,0,0,0,0,0,0,0,Gm8498
ENSMUSG00000094658,0,0,0,0,0,0,0,0,0,Rbmy1a1
ENSMUSG00000095852,0,0,0,0,0,0,0,0,0,Gm10256
ENSMUSG00000100145,0,0,0,0,0,0,0,0,0,Gm8502
ENSMUSG00000099405,0,0,0,0,0,0,0,0,0,Gm8506
ENSMUSG00000091987,0,0,0,0,0,0,0,0,0,Gm10352
ENSMUSG00000099728,0,0,0,0,0,0,0,0,0,Gm8510
ENSMUSG00000101667,0,0,0,0,0,0,0,0,0,Gm29289
ENSMUSG00000093918,0,0,0,0,0,0,0,0,0,Gm21677
ENSMUSG00000099455,0,0,0,0,0,0,0,0,0,Gm29288
ENSMUSG00000094511,0,0,0,0,0,0,0,0,0,Gm21693
ENSMUSG00000101141,0,0,0,0,0,0,0,0,0,Gm21139
ENSMUSG00000093987,0,0,0,0,0,0,0,0,0,Gm21704
ENSMUSG00000100285,0,0,0,0,0,0,0,0,0,Gm21147
ENSMUSG00000095948,0,0,0,0,0,0,0,0,0,Gm21708
ENSMUSG00000100960,0,0,0,0,0,0,0,0,0,Gm21156
ENSMUSG00000099970,0,0,0,0,0,0,0,0,0,Rhoay-ps2
ENSMUSG00000099660,0,0,0,0,0,0,0,0,0,Gm2316
ENSMUSG00000096520,0,0,0,0,0,0,0,0,0,Gm3376
ENSMUSG00000101016,0,0,0,0,0,0,0,0,0,Gm2325
ENSMUSG00000100360,0,0,0,0,0,0,0,0,0,Gm28649
ENSMUSG00000099838,0,0,0,0,0,0,0,0,0,Gm8521
ENSMUSG00000100132,0,0,0,0,0,0,0,0,0,Gm18177
ENSMUSG00000101030,0,0,0,0,0,0,0,0,0,Gm28429
ENSMUSG00000100641,0,0,0,0,0,0,0,0,0,Gm28413
ENSMUSG00000101145,0,0,0,0,0,0,0,0,0,Gm28412
ENSMUSG00000100656,0,0,0,0,0,0,0,0,0,Gm8525
ENSMUSG00000100082,0,0,0,0,0,0,0,0,0,Gm28414
ENSMUSG00000101712,0,0,0,0,0,0,0,0,0,Gm28648
ENSMUSG00000101558,0,0,0,0,0,0,0,0,0,Gm28647
ENSMUSG00000100753,0,0,0,0,0,0,0,0,0,Gm29435
ENSMUSG00000101499,0,0,0,0,0,0,0,0,0,Vmn2r-ps139
ENSMUSG00000101108,0,0,0,0,0,0,0,0,0,Gm29038
ENSMUSG00000100300,0,0,0,0,0,0,0,0,0,Gm28191
ENSMUSG00000100683,0,0,0,0,0,0,0,0,0,Gm28186
ENSMUSG00000102088,0,0,0,0,0,0,0,0,0,Gm21064
ENSMUSG00000099514,0,0,0,0,0,0,0,0,0,Gm28241
ENSMUSG00000100446,0,0,0,0,0,0,0,0,0,Gm28242
ENSMUSG00000102680,0,0,0,0,0,0,0,0,0,Gm37222
ENSMUSG00000099684,0,0,0,0,0,0,0,0,0,Gm28356
ENSMUSG00000100984,0,0,0,0,0,0,0,0,0,Gm28357
ENSMUSG00000100137,0,0,0,0,0,0,0,0,0,Gm29352
ENSMUSG00000100958,0,0,0,0,0,0,0,0,0,Gm29351
ENSMUSG00000099575,0,0,0,0,0,0,0,0,0,Gm29350
ENSMUSG00000100597,0,0,0,0,0,0,0,0,0,Gm29349
ENSMUSG00000099410,0,0,0,0,0,0,0,0,0,Gm29355
ENSMUSG00000093927,0,0,0,0,0,0,0,0,0,Gm20918
ENSMUSG00000101212,0,0,0,0,0,0,0,0,0,Gm29354
ENSMUSG00000101041,0,0,0,0,0,0,0,0,0,Gm29353
ENSMUSG00000095693,0,0,0,0,0,0,0,0,0,Gm21820
ENSMUSG00000101611,0,0,0,0,0,0,0,0,0,Gm29357
ENSMUSG00000101769,0,0,0,0,0,0,0,0,0,Gm29356
ENSMUSG00000100792,0,0,0,0,0,0,0,0,0,Gm29161
ENSMUSG00000099766,0,0,0,0,0,0,0,0,0,Gm28767
ENSMUSG00000099726,0,0,0,0,0,0,0,0,0,Gm29160
ENSMUSG00000101576,0,0,0,0,0,0,0,0,0,Gm20915
ENSMUSG00000102115,0,0,0,0,0,0,0,0,0,Gm28766
ENSMUSG00000102102,0,0,0,0,0,0,0,0,0,Gm29159
ENSMUSG00000098514,0,0,0,0,0,1.4635,0,0,0,Gm27663
ENSMUSG00000099761,0,0,0,0,0,0,0,0,0,Gm29158
ENSMUSG00000096706,0,0,0,0,0,0,0,0,0,Gm21854
ENSMUSG00000101805,0,0,0,0,0,0,0,0,0,Gm28768
ENSMUSG00000101380,0,0,0,0,0,0,0,0,0,Gm28769
ENSMUSG00000096268,0,0,0,0,0,0,0,0,0,Gm20914
ENSMUSG00000100634,0,0,0,0,0,0,0,0,0,Gm28171
ENSMUSG00000100056,0,0,0,0,0,0,0,0,0,Gm28173
ENSMUSG00000102338,0,0,0,0,0,0,0,0,0,Gm37236
ENSMUSG00000101291,0,0,0,0,0,0,0,0,0,Gm29194
ENSMUSG00000096036,0,0,0,0,0,0,0,0,0,Gm21778
ENSMUSG00000102042,0,0,0,0,0,0,0,0,0,Gm29195
ENSMUSG00000100878,0,0,0,0,0,0,0,0,0,Gm29196
ENSMUSG00000099721,0,0,0,0,0,0,0,0,0,Gm28435
ENSMUSG00000101619,0,0,0,0,0,0,0,0,0,Gm28436
ENSMUSG00000100710,0,0,0,0,0,0,0,0,0,Gm29197
ENSMUSG00000100292,0,0,0,0,0,0,0,0,0,Gm29198
ENSMUSG00000101081,0,0,0,0,0,0,0,0,0,Gm29193
ENSMUSG00000099815,0,0,0,0,0,0,0,0,0,Gm28430
ENSMUSG00000094346,0,0,0,0,0,0,0,0,0,Gm21746
ENSMUSG00000101525,0,0,0,0,0,0,0,0,0,Gm28593
ENSMUSG00000095148,0,0,0,0,0,0,0,0,0,Gm20873
ENSMUSG00000101707,0,0,0,0,0,0,0,0,0,Gm28916
ENSMUSG00000100275,0,0,0,0,0,0,0,0,0,Gm28915
ENSMUSG00000100472,0,0,0,0,0,0,0,0,0,Gm28918
ENSMUSG00000100289,0,0,0,0,0,0,0,0,0,Gm28917
ENSMUSG00000101243,0,0,0,0,0,0,0,0,0,Gm28919
ENSMUSG00000079806,0,0,0,0,0,0,0,0,0,Gm21719
ENSMUSG00000100479,0,0,0,0,0,0,0,0,0,Gm28921
ENSMUSG00000099352,0,0,0,0,0,0,0,0,0,Gm28920
ENSMUSG00000101388,0,0,0,0,0,0,0,0,0,Gm28444
ENSMUSG00000101055,0,0,0,0,0,0,0,0,0,Gm28443
ENSMUSG00000096686,0,0,0,0,0,0,0,0,0,Gm20830
ENSMUSG00000099505,0,0,0,0,0,0,0,0,0,Gm28442
ENSMUSG00000100161,0,0,0,0,0,0,0,0,0,Gm28445
ENSMUSG00000102039,0,0,0,0,0,0,0,0,0,Gm20788
ENSMUSG00000101913,0,0,0,0,0,0,0,0,0,Gm28999
ENSMUSG00000094484,0,0,0,0,0,0,0,0,0,Gm21244
ENSMUSG00000101479,0,0,0,0,0,0,0,0,0,Gm28997
ENSMUSG00000100939,0,0,0,0,0,0,0,0,0,Gm28998
ENSMUSG00000100262,0,0,0,0,0,0,0,0,0,Gm28398
ENSMUSG00000100453,0,0,0,0,0,0,0,0,0,Gm28397
ENSMUSG00000100858,0,0,0,0,0,0,0,0,0,Gm28400
ENSMUSG00000099965,0,0,0,0,0,0,0,0,0,Gm28399
ENSMUSG00000100948,0,0,0,0,0,0,0,0,0,Gm28395
ENSMUSG00000095602,0,0,0,0,0,0,0,0,0,Gm21788
ENSMUSG00000100961,0,0,0,0,0,0,0,0,0,Gm28394
ENSMUSG00000100806,0,0,0,0,0,0,0,0,0,Gm28396
ENSMUSG00000101521,0,0,0,0,0,0,0,0,0,Gm28393
ENSMUSG00000094081,0,0,0,0,0,0,0,0,0,Gm20826
ENSMUSG00000101181,0,0,0,0,0,0,0,0,0,Vmn2r-ps149
ENSMUSG00000100645,0,0,0,0,0,0,0,0,0,Gm28576
ENSMUSG00000100124,0,0,0,0,0,0,0,0,0,Gm28575
ENSMUSG00000101956,0,0,0,0,0,0,0,0,0,Gm28574
ENSMUSG00000101351,0,0,0,0,0,0,0,0,0,Gm28573
ENSMUSG00000100412,0,0,0,0,0,0,0,0,0,Gm28572
ENSMUSG00000102026,0,0,0,0,0,0,0,0,0,Gm28571
ENSMUSG00000099800,0,0,0,0,0,0,0,0,0,Gm28570
ENSMUSG00000099861,0,0,0,0,0,0,0,0,0,Gm29049
ENSMUSG00000095324,0,0,0,0,0,0,0,0,0,Gm20825
ENSMUSG00000101616,0,0,0,0,0,0,0,0,0,Gm29047
ENSMUSG00000100312,0,0,0,0,0,0,0,0,0,Gm29048
ENSMUSG00000100258,0,0,0,0,0,0,0,0,0,Gm29045
ENSMUSG00000101229,0,0,0,0,0,0,0,0,0,Gm29046
ENSMUSG00000101456,0,0,0,0,0,0,0,0,0,Gm29043
ENSMUSG00000100421,0,0,0,0,0,0,0,0,0,Gm29044
ENSMUSG00000103618,0,0,0,0,0,0,0,0,0,Gm37951
ENSMUSG00000101928,0,0,0,0,0,0,0,0,0,Gm20824
ENSMUSG00000100239,0,0,0,0,0,0,0,0,0,Gm28146
ENSMUSG00000100460,0,0,0,0,0,0,0,0,0,Gm28145
ENSMUSG00000101331,0,0,0,0,0,0,0,0,0,Gm28148
ENSMUSG00000101366,0,0,0,0,0,0,0,0,0,Gm28147
ENSMUSG00000101142,0,0,0,0,0,0,0,0,0,Gm28142
ENSMUSG00000100047,0,0,0,0,0,0,0,0,0,Gm28141
ENSMUSG00000101858,0,0,0,0,0,0,0,0,0,Gm28144
ENSMUSG00000100933,0,0,0,0,0,0,0,0,0,Gm28143
ENSMUSG00000100804,0,0,0,0,0,0,0,0,0,Gm28150
ENSMUSG00000101672,0,0,0,0,0,0,0,0,0,Gm28149
ENSMUSG00000099929,0,0,0,0,0,0,0,0,0,Gm28098
ENSMUSG00000099939,0,0,0,0,0,0,0,0,0,Gm28330
ENSMUSG00000100491,0,0,0,0,0,0,0,0,0,Gm28331
