gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID	kMEblue	kMEbrown	kMEgreen	kMEgrey	kMEred	kMEturquoise	kMEyellow	degree	betweenness	closeness
ENSMUSG00000076617	turquoise	1896	1300	861	2418	2628	2875	7877	2122	2812	6027	3530	5797	6496	2397	3886	Ighm	16019	-0.5122075	0.075740007	-0.5322093	0.382439879	0.494287891	0.486772426	-0.4538587			
ENSMUSG00000076618	turquoise	40	38	30	43	33	39	153	182	124	173	106	128	137	94	287	Ighj4	777656	-0.763137563	-0.216378589	-0.16335569	-0.134364814	-0.048642484	0.840746821	-0.690131371			
ENSMUSG00000076619	turquoise	14	17	6	17	21	25	105	129	80	91	49	68	74	65	176	Ighj3	777655	-0.757926002	-0.124310931	-0.182956788	-0.107332139	-0.00933757	0.817614843	-0.669179064			
ENSMUSG00000076620	turquoise	12	40	27	18	21	33	100	175	92	108	101	119	88	109	165	Ighj2	777654	-0.844539072	-0.170422359	-0.16805257	-0.138776056	-0.157709515	0.910006873	-0.588678575			
ENSMUSG00000076621	turquoise	16	12	19	26	11	25	65	96	60	95	39	65	63	57	148	Ighj1	777648	-0.76584485	-0.108702465	-0.207499317	-0.138817603	-0.040038238	0.838851529	-0.664230077			
ENSMUSG00000096464	turquoise	20	41	52	68	84	105	359	590	393	334	329	401	411	238	491	Ighv2-2	777686	-0.833086179	-0.128824883	-0.264426284	-0.067045126	-0.007332485	0.87361793	-0.573209913			
ENSMUSG00000095612	turquoise	113	202	208	174	201	203	768	1170	742	913	660	564	814	571	1607	Ighv5-4	777688	-0.777529318	-0.214532201	-0.12955483	-0.177499208	-0.124801305	0.849479957	-0.589742477			
ENSMUSG00000094164	turquoise	25	45	10	25	16	39	169	276	127	144	66	90	69	63	210	Ighv2-3	238412	-0.589243651	-0.086927968	-0.120661407	-0.133828636	0.03306947	0.683124166	-0.660754877			
ENSMUSG00000094951	turquoise	60	140	107	121	118	129	493	642	673	777	791	391	818	374	1011	Ighv5-6	777780	-0.760515951	-0.220375316	-0.148621182	-0.146216347	-0.080012073	0.826488707	-0.611458764			
ENSMUSG00000095866	turquoise	5	8	4	2	3	6	28	43	64	35	12	16	26	10	23	Ighv2-4	668389	-0.504054163	-0.134316833	0.090768985	-0.33070337	-0.138220969	0.593379794	-0.557721206			
ENSMUSG00000095285	turquoise	36	61	59	57	71	92	296	401	320	363	572	192	359	257	502	Ighv5-9	544896	-0.783082536	-0.166111765	-0.229633224	-0.077979925	-0.037898521	0.835792419	-0.605638842			
ENSMUSG00000096498	turquoise	14	11	27	15	14	29	52	70	39	77	30	105	34	26	45	Ighv2-5	638605	-0.680318737	-0.000805838	-0.373735104	0.11276036	0.122143792	0.701811193	-0.386008315			
ENSMUSG00000095429	turquoise	157	287	240	197	226	261	968	1296	1160	1411	1981	821	1295	661	2389	Ighv5-12	668395	-0.754081042	-0.210840873	-0.155805152	-0.128179406	-0.092035431	0.8176649	-0.616711733			
ENSMUSG00000096670	turquoise	55	90	83	68	79	82	431	710	411	701	335	347	490	151	770	Ighv2-6	630486	-0.687921446	-0.221362567	-0.135232411	-0.137977698	-0.014235501	0.76989911	-0.594531564			
ENSMUSG00000095210	turquoise	87	180	120	147	163	130	566	805	859	633	990	443	1163	357	1045	Ighv5-9-1	641178	-0.701893499	-0.26674194	-0.055801994	-0.213025154	-0.131962936	0.771941258	-0.581834593			
ENSMUSG00000103033	turquoise	7	12	5	17	11	14	62	59	50	92	62	57	97	33	105	Ighv5-12-4	628098	-0.755683796	-0.194195418	-0.242005982	-0.042194158	0.067066789	0.818597116	-0.669042196			
ENSMUSG00000076646	turquoise	50	112	87	79	84	128	397	928	441	781	327	435	609	167	939	Ighv2-6-8	791090	-0.69065383	-0.139844782	-0.118869909	-0.158494482	-0.023641975	0.771691583	-0.589243987			
ENSMUSG00000094134	turquoise	11	13	17	6	20	27	39	76	102	69	42	20	127	28	323	Ighv5-15	780792	-0.460308147	-0.013996531	0.183150666	-0.398785005	-0.266718359	0.520889925	-0.479945758			
ENSMUSG00000095571	turquoise	37	39	40	20	58	40	98	204	275	197	74	50	323	65	727	Ighv5-17	780794	-0.441136312	-0.133479283	0.239595365	-0.429046977	-0.291250414	0.51150003	-0.452332726			
ENSMUSG00000096638	turquoise	45	159	142	72	216	178	477	965	686	570	183	588	778	341	1524	Ighv2-9	640046	-0.685062569	-0.109748071	0.022845893	-0.267995427	-0.22110026	0.734016015	-0.432555065			
ENSMUSG00000076665	turquoise	2	7	0	8	36	0	1	62	42	76	9	21	3	17	23	Ighv7-1	780799	-0.59359907	-0.371577426	-0.245818168	0.197859683	0.088514644	0.577414925	-0.072813804			
ENSMUSG00000094509	turquoise	2	9	0	7	5	11	29	115	22	17	16	63	40	23	66	Ighv14-1	780801	-0.6830792	-0.066001398	-0.120184709	-0.125113267	-0.040754826	0.741276505	-0.565477827			
ENSMUSG00000076655	turquoise	6	7	2	1	4	3	3	14	20	15	2	10	84	21	17	Ighv4-1	780802	-0.419055974	-0.180529566	0.481102914	-0.629284384	-0.521424262	0.494285635	-0.390848984			
ENSMUSG00000093838	turquoise	5	33	4	20	20	18	51	67	121	102	41	54	36	102	116	Ighv3-1	780803	-0.759272186	-0.149042947	-0.186230652	-0.040108537	-0.090376645	0.784520136	-0.493494681			
ENSMUSG00000095583	turquoise	22	42	22	57	39	34	162	246	120	93	95	149	110	153	415	Ighv14-2	668421	-0.748241696	-0.214334574	-0.150220963	-0.12756502	-0.135028447	0.803454737	-0.572038603			
ENSMUSG00000103271	turquoise	21	25	13	6	21	14	33	67	58	61	17	21	373	83	69	Ighv4-2	668423	-0.373874684	-0.197240458	0.446282187	-0.604338265	-0.456954871	0.460614234	-0.379684224			
ENSMUSG00000103297	turquoise	83	235	55	140	88	152	408	585	1163	753	368	506	290	907	1069	Ighv3-2	780817	-0.772531324	-0.131703354	-0.109909811	-0.161053465	-0.189719096	0.816296561	-0.607254348			
ENSMUSG00000095642	turquoise	28	75	30	67	84	58	324	333	148	196	101	189	237	374	622	Ighv14-3	238418	-0.749238547	-0.206988432	-0.122371951	-0.136751264	-0.157419107	0.798304841	-0.531885315			
ENSMUSG00000096805	turquoise	18	43	20	10	30	32	101	199	211	97	35	137	251	124	144	Ighv9-1	195180	-0.673520638	-0.163184541	0.206574742	-0.463548935	-0.381410695	0.743736329	-0.518703428			
ENSMUSG00000096459	turquoise	162	99	66	46	70	109	237	475	594	327	220	784	446	493	513	Ighv9-3	780825	-0.835394783	-0.166874513	0.046797089	-0.33048986	-0.36845972	0.876294592	-0.634206558			
ENSMUSG00000076666	turquoise	2	8	3	6	9	21	24	73	14	38	13	78	45	48	55	Ighv14-4	629826	-0.829350755	0.024998456	-0.239458165	-0.039129378	-0.052309497	0.854152277	-0.495361016			
ENSMUSG00000076672	turquoise	38	89	30	50	63	124	178	1203	364	394	134	518	246	145	770	Ighv3-6	780829	-0.688775182	-0.042929181	-0.10145362	-0.147510996	-0.063419961	0.747952442	-0.526461231			
ENSMUSG00000094322	turquoise	5	6	4	1	4	7	9	32	106	18	10	25	35	62	97	Ighv9-4	636260	-0.65164928	-0.092566112	0.242633099	-0.501419225	-0.530810799	0.685127892	-0.497918539			
ENSMUSG00000076674	turquoise	88	19	24	23	12	17	59	165	204	169	28	111	194	41	203	Ighv3-8	780831	-0.480446928	-0.234828669	0.249042624	-0.473096245	-0.281437791	0.577776876	-0.609026995			
ENSMUSG00000076676	turquoise	3	1	3	5	4	6	24	34	5	1	30	7	34	10	3	Ighv12-3	435321	-0.34606671	-0.086498043	-0.107432096	-0.106839594	0.029694817	0.397069251	-0.338480148			
ENSMUSG00000076677	turquoise	25	65	49	29	31	65	132	144	223	344	91	212	295	213	176	Ighv6-3	629845	-0.765626309	-0.112479356	-0.057038945	-0.228365428	-0.196562301	0.822217945	-0.546433044			
ENSMUSG00000076680	turquoise	2	25	21	11	17	28	55	64	120	116	33	99	52	64	77	Ighv6-6	238427	-0.760625661	-0.049642561	-0.212424906	-0.051485939	-0.085455898	0.780589956	-0.40083511			
ENSMUSG00000087582	turquoise	0	2	0	0	0	0	0	123	0	3	0	0	0	1	0	Ighv6-7	432701	-0.26699336	-0.131254738	0.050578547	-0.168012698	-0.047927254	0.356269739	-0.197673705			
ENSMUSG00000095981	turquoise	32	26	22	13	8	10	35	95	27	121	56	47	112	21	63	Ighv10-1	380808	-0.497760588	-0.312588347	0.064360841	-0.251366648	-0.105823702	0.618406792	-0.534867809			
ENSMUSG00000095442	turquoise	16	22	15	12	28	40	51	229	115	150	145	469	181	50	235	Ighv1-4	432702	-0.808013704	-0.113043066	-0.206442054	-0.035090171	-0.066237373	0.827920521	-0.500551745			
ENSMUSG00000096499	turquoise	14	67	17	19	13	26	98	453	104	116	171	70	114	43	175	Ighv1-5	668469	-0.534462342	-0.182116563	-0.018776709	-0.199193439	-0.06704854	0.642015605	-0.531526837			
ENSMUSG00000095700	turquoise	16	26	18	11	8	7	20	105	24	125	45	40	119	16	35	Ighv10-3	380809	-0.487800603	-0.304321049	0.047109275	-0.216190965	-0.078372574	0.598858269	-0.420111345			
ENSMUSG00000095200	turquoise	16	33	24	27	27	46	37	219	111	130	162	417	132	47	240	Ighv1-7	668474	-0.781785123	-0.093742268	-0.235469959	0.002377147	-0.051109147	0.800403096	-0.459101293			
ENSMUSG00000094694	turquoise	6	19	12	6	15	34	77	60	301	195	18	78	178	83	283	Ighv1-9	668478	-0.572723702	-0.018268754	0.085820207	-0.330882098	-0.226453988	0.615143945	-0.515936477			
ENSMUSG00000102888	turquoise	0	2	1	1	4	3	5	4	21	46	5	7	21	4	2	Ighv1-11	629859	-0.486230794	-0.073574799	-0.20758899	0.061644241	0.144933518	0.497497888	-0.241636893			
ENSMUSG00000104422	turquoise	12	63	27	23	46	43	97	151	145	176	441	137	213	58	243	Ighv1-14	629863	-0.657086306	-0.167835602	-0.205860619	0.012826739	0.001270348	0.692654199	-0.458411962			
ENSMUSG00000076695	turquoise	12	25	23	13	26	17	59	261	41	95	20	158	119	73	118	Ighv1-18	629871	-0.698092438	-0.228816998	-0.031507152	-0.197214206	-0.184050129	0.762754348	-0.388601483			
ENSMUSG00000096410	turquoise	0	0	0	0	8	2	43	18	3	11	4	9	8	2	12	Ighv1-19	382692	-0.515720784	-0.095269989	-0.395456566	0.228038816	0.320515108	0.517952558	-0.338422772			
ENSMUSG00000102654	turquoise	5	12	8	3	13	12	33	89	28	53	18	73	80	24	90	Ighv1-21	668499	-0.731531789	-0.15586944	-0.02011293	-0.219640497	-0.168631256	0.79282371	-0.498250104			
ENSMUSG00000094561	turquoise	6	22	15	8	18	32	53	227	64	123	26	179	106	35	238	Ighv1-22	780883	-0.696297933	-0.060354204	-0.090705213	-0.152446044	-0.093572049	0.751817128	-0.484341198			
ENSMUSG00000094546	turquoise	13	27	18	15	29	17	110	233	67	101	29	134	177	87	172	Ighv1-26	629884	-0.709496751	-0.262562959	0.012197418	-0.265254704	-0.202139248	0.786109657	-0.499503778			
ENSMUSG00000093955	turquoise	11	25	27	8	21	42	45	452	61	204	39	194	143	58	136	Ighv1-34	628614	-0.68084004	-0.082664138	-0.093496377	-0.153400903	-0.075911238	0.747930657	-0.429551565			
ENSMUSG00000095923	turquoise	2	9	14	3	1	0	81	88	131	55	10	103	13	38	166	Ighv1-37	668517	-0.609999759	-0.329064901	-0.00968851	-0.233947901	-0.255483046	0.672136599	-0.474793015			
ENSMUSG00000102364	turquoise	12	26	26	51	10	65	99	187	302	172	72	75	103	75	201	Ighv8-5	640506	-0.575045513	0.060572095	-0.115600961	-0.212870021	-0.015426676	0.64638487	-0.596677878			
ENSMUSG00000095204	turquoise	5	14	6	3	6	5	20	44	28	44	6	24	41	33	49	Ighv1-52	382696	-0.677018858	-0.249169334	0.148496274	-0.377763851	-0.332244733	0.767161174	-0.514315521			
ENSMUSG00000093894	turquoise	4	26	8	15	26	20	112	103	40	66	35	76	138	65	176	Ighv1-53	780931	-0.691824722	-0.172197989	-0.083234359	-0.158054486	-0.095252537	0.753685767	-0.536057972			
ENSMUSG00000094787	turquoise	15	67	34	28	22	30	122	282	80	199	52	117	133	120	208	Ighv1-54	211331	-0.67523473	-0.219453353	-0.042483602	-0.210144145	-0.144375885	0.776396204	-0.521609808			
ENSMUSG00000095589	turquoise	5	33	8	8	5	7	37	47	39	41	15	23	47	36	57	Ighv1-55	780932	-0.538000145	-0.261082042	0.21431301	-0.415167142	-0.332548413	0.662629341	-0.557676319			
ENSMUSG00000104452	turquoise	17	43	19	24	26	65	139	192	141	220	129	101	178	45	340	Ighv8-8	780938	-0.625264927	0.001220748	-0.142473188	-0.119092639	0.050514947	0.69960328	-0.643283984			
ENSMUSG00000095889	turquoise	1	5	2	8	1	6	12	45	53	91	20	17	106	106	69	Ighv1-58	780939	-0.736157732	-0.174483781	0.003801345	-0.315429347	-0.249795371	0.806360249	-0.58687445			
ENSMUSG00000102765	turquoise	8	19	7	12	14	17	27	48	19	75	5	27	50	38	59	Ighv1-62	668542	-0.557108171	-0.047766512	-0.048415868	-0.127873784	-0.037339312	0.621007736	-0.404725745			
ENSMUSG00000096767	turquoise	0	3	1	0	4	9	30	38	14	24	3	9	14	4	47	Ighv1-62-3	668549	-0.507474571	0.088532235	-0.108786039	-0.112602417	0.055303748	0.565554637	-0.472297289			
ENSMUSG00000096672	turquoise	7	10	9	6	13	4	29	152	27	27	12	39	35	4	34	Ighv1-63	780956	-0.420694302	-0.253299224	0.027904891	-0.178486868	-0.05809583	0.500328395	-0.279958819			
ENSMUSG00000094088	turquoise	6	19	11	14	15	18	94	93	31	44	40	97	99	36	134	Ighv1-64	380823	-0.694867911	-0.160101516	-0.135756858	-0.125265638	-0.063998208	0.759930884	-0.57117095			
ENSMUSG00000095170	turquoise	23	83	26	41	52	31	309	145	212	772	292	644	180	104	223	Ighv8-11	636462	-0.703221571	-0.252585409	-0.403396229	0.228960786	0.180919241	0.721678494	-0.451786088			
ENSMUSG00000095519	turquoise	18	30	11	22	29	35	112	87	103	153	62	161	130	181	246	Ighv1-66	380824	-0.879615838	-0.138152013	-0.190441801	-0.092126284	-0.150592061	0.903389067	-0.6202723			
ENSMUSG00000095863	turquoise	1	5	10	11	4	28	12	79	32	48	14	10	63	11	146	Ighv1-67	435328	-0.441408672	0.154842173	0.01073575	-0.28046444	-0.060597954	0.519428579	-0.466663289			
ENSMUSG00000094502	turquoise	4	6	5	11	7	9	53	109	35	42	22	12	57	21	89	Ighv1-69	619833	-0.525536064	-0.159958009	-0.031325008	-0.245462977	-0.026494663	0.627813076	-0.56527285			
ENSMUSG00000076731	turquoise	49	115	54	64	55	52	603	906	456	332	139	132	444	396	735	Ighv8-12	780960	-0.55934854	-0.256556686	0.10571142	-0.37779956	-0.227863014	0.67012429	-0.596759442			
ENSMUSG00000106601	turquoise	6	21	6	4	12	10	22	36	35	55	8	9	85	87	105	Ighv1-70	638634	-0.541316671	-0.147408983	0.259841801	-0.446395401	-0.424530798	0.610011703	-0.431606153			
ENSMUSG00000096577	turquoise	1	1	7	2	3	14	6	40	6	30	8	6	9	9	21	Ighv1-71	619886	-0.56071187	0.180296479	-0.255257541	-0.025514422	0.101160498	0.609524998	-0.35662599			
ENSMUSG00000096074	turquoise	4	15	9	4	22	34	36	98	54	61	29	31	83	12	137	Ighv1-72	619916	-0.527994742	0.100943905	0.001897459	-0.210963301	-0.044671196	0.581692127	-0.440484912			
ENSMUSG00000106599	turquoise	1	0	0	0	2	0	5	31	5	2	11	3	17	2	7	Ighv1-73	668577	-0.561855719	-0.320021211	0.037882123	-0.245841029	-0.136530644	0.628708571	-0.450562115			
ENSMUSG00000094124	turquoise	8	14	11	8	19	7	53	72	16	41	54	37	54	41	116	Ighv1-74	100775173	-0.73802515	-0.342140219	-0.134708193	-0.088831997	-0.135454331	0.797660936	-0.489103856			
ENSMUSG00000096452	turquoise	14	21	17	4	21	21	80	218	76	161	177	90	35	106	190	Ighv1-77	619994	-0.812661904	-0.19877532	-0.267102618	0.003525631	-0.051766124	0.856982013	-0.538111132			
ENSMUSG00000096326	turquoise	15	18	27	18	32	10	39	250	51	45	162	75	27	35	130	Ighv1-78	213570	-0.612783931	-0.29281395	-0.198116135	0.014057228	-0.056579937	0.651246397	-0.293649799			
ENSMUSG00000094075	turquoise	92	77	22	44	34	43	197	573	546	403	218	253	147	291	609	Ighv1-80	668589	-0.740957107	-0.233751168	-0.037695101	-0.231217715	-0.192563233	0.811666743	-0.664857731			
ENSMUSG00000094689	turquoise	22	8	41	19	11	5	91	162	60	156	67	34	41	167	375	Ighv1-81	668591	-0.652513202	-0.327606453	-0.087999298	-0.19103946	-0.22257127	0.724209085	-0.496146042			
ENSMUSG00000095127	turquoise	27	48	14	13	20	18	93	290	255	157	88	143	85	134	353	Ighv1-82	100775175	-0.740859064	-0.241990478	0.027969737	-0.283470347	-0.273409677	0.810850238	-0.602635811			
ENSMUSG00000105757	turquoise	1	5	4	2	9	7	16	36	17	30	20	33	27	16	50	Ighv1-83	620140	-0.857484149	-0.143171563	-0.223896563	-0.036969342	-0.071850543	0.884607542	-0.475694343			
ENSMUSG00000096150	turquoise	0	3	3	3	2	6	20	21	19	20	36	17	30	12	21	Ighv1-85	668597	-0.744285634	-0.099663728	-0.288637357	-0.026811564	0.035212951	0.792804865	-0.557785776			
ENSMUSG00000022181	turquoise	795	777	820	730	986	649	984	1093	1106	1104	1158	1523	1464	1659	1611	C6	12274	-0.823311314	-0.329851205	-0.028361039	-0.104136476	-0.446685628	0.799043405	-0.117976524			
ENSMUSG00000079105	turquoise	4758	4754	3241	5280	4108	3852	8059	6407	7111	5670	7029	4514	8228	7153	11671	C7	109828	-0.544616626	-0.250174106	0.093369775	-0.28064922	-0.243112549	0.633203772	-0.622848884			
ENSMUSG00000039942	turquoise	144	112	98	192	165	172	313	215	242	311	208	221	227	272	398	Ptger4	19219	-0.795799847	0.020479731	-0.537314819	0.277391766	0.266615518	0.78399653	-0.536111524			
ENSMUSG00000022150	turquoise	1498	1373	1070	1521	1465	1225	2592	2143	2398	2101	2067	2532	2727	2848	3601	Dab2	13132	-0.924713387	-0.30480216	-0.099333417	-0.147044401	-0.290256643	0.952121613	-0.583680405			
ENSMUSG00000003882	turquoise	299	250	221	516	325	411	744	687	560	659	633	757	781	815	822	Il7r	16197	-0.899786947	-0.052644907	-0.471322165	0.132366209	0.134418028	0.914797596	-0.615552999			
ENSMUSG00000045763	turquoise	352	290	268	284	383	237	504	664	594	542	463	679	925	695	844	Basp1	70350	-0.857994442	-0.387902679	0.094313131	-0.316127708	-0.422295159	0.895375769	-0.441729688			
ENSMUSG00000022265	turquoise	654	605	518	762	677	851	1482	946	1117	1011	903	1043	1226	1143	1530	Ank	11732	-0.856598672	0.195332222	-0.370671424	0.039858925	0.083887563	0.86997762	-0.700224481			
ENSMUSG00000022262	turquoise	1052	869	733	1128	1163	887	2502	1175	1943	1514	1254	1542	1847	1411	2564	Dnah5	110082	-0.678884606	-0.26033955	-0.221171733	0.036138147	0.036435299	0.681942851	-0.554207907			
ENSMUSG00000039168	turquoise	1450	1301	1635	1698	1640	1305	2555	1906	2135	1966	1878	2029	2666	2584	2707	Dap	223453	-0.815148248	-0.395026897	-0.113937529	-0.125427319	-0.374606019	0.822335511	-0.145246493			
ENSMUSG00000022231	turquoise	1177	1084	749	1464	1213	1193	2866	1744	2317	1835	1766	1927	1987	2018	2760	Sema5a	20356	-0.809204861	-0.114971609	-0.384516817	0.119327396	0.134493612	0.826100892	-0.685567423			
ENSMUSG00000022297	turquoise	837	755	815	1358	1186	951	2024	1134	1447	1499	1441	1646	1679	1659	1966	Fzd6	14368	-0.865630161	-0.187673523	-0.682471849	0.445090667	0.266218858	0.805680592	-0.276718678			
ENSMUSG00000054196	turquoise	63	63	83	77	100	93	153	105	170	115	122	194	149	210	215	Cthrc1	68588	-0.899474334	-0.04699153	-0.257522398	-0.007925564	-0.274158611	0.842980045	-0.282919668			
ENSMUSG00000022305	turquoise	499	371	368	498	595	420	719	864	739	815	789	1127	890	1381	1016	Lrp12	239393	-0.948570391	-0.262126761	-0.269219132	0.039966239	-0.199912999	0.923740668	-0.350019681			
ENSMUSG00000022371	turquoise	1468	1348	1033	1615	1411	1597	2992	1913	2742	2064	2132	2046	2501	2502	3473	Col14a1	12818	-0.822243792	0.030026829	-0.228452631	-0.064149236	-0.060300708	0.843328769	-0.724922188			
ENSMUSG00000022358	turquoise	694	463	603	986	832	927	1413	891	918	1051	952	1344	923	1140	1299	Fbxo32	67731	-0.701302883	0.206886742	-0.808747489	0.58294997	0.449817836	0.61109213	-0.218511343			
ENSMUSG00000022351	turquoise	793	793	868	842	987	818	1625	1127	1225	1126	1115	1433	1878	1655	1567	Sqle	20775	-0.845319561	-0.242450903	-0.067613162	-0.160639683	-0.36743526	0.844840285	-0.262744511			
ENSMUSG00000022372	turquoise	598	494	652	771	759	683	1234	887	907	981	1186	1008	1120	1621	1186	Sla	20491	-0.848176092	-0.143919648	-0.45042042	0.183620174	-0.049832823	0.81155388	-0.257546535			
ENSMUSG00000005125	turquoise	851	606	802	726	841	687	1282	1333	1307	1150	1212	1562	1516	1847	1927	Ndrg1	17988	-0.932765133	-0.28328645	-0.081319153	-0.198871112	-0.411392332	0.939105956	-0.415335675			
ENSMUSG00000022587	turquoise	8562	6703	7496	8292	7148	6780	15389	10676	14154	10529	9793	9896	14924	10715	18181	Ly6e	17069	-0.667620289	-0.311659784	0.165681266	-0.472372645	-0.38894827	0.764664728	-0.664483867			
ENSMUSG00000016552	turquoise	56	47	58	89	79	76	148	167	150	143	141	142	122	189	154	Foxred2	239554	-0.921412746	-0.148956671	-0.442197767	0.116685251	0.025960016	0.920030388	-0.446597484			
ENSMUSG00000071715	turquoise	280	204	247	301	282	258	571	398	345	421	381	467	500	490	527	Ncf4	17972	-0.905318372	-0.228029429	-0.405118914	0.107092368	-0.001779077	0.916250004	-0.484591427			
ENSMUSG00000071714	turquoise	573	500	449	533	704	603	1123	1142	932	1083	1170	1612	1223	1968	1508	Csf2rb2	12984	-0.96870999	-0.180527707	-0.278124375	0.019068729	-0.190537325	0.955173808	-0.456616132			
ENSMUSG00000071713	turquoise	1326	1016	1159	1195	1723	1307	2467	2438	1806	2249	2187	3288	2549	3855	3082	Csf2rb	12983	-0.95103321	-0.200219372	-0.293224275	0.05176747	-0.187142947	0.924471645	-0.351136888			
ENSMUSG00000033287	turquoise	474	427	379	499	459	438	787	609	732	615	700	762	993	869	1015	Kctd17	72844	-0.904975955	-0.211083538	-0.067960817	-0.202398456	-0.331219909	0.927967225	-0.56309992			
ENSMUSG00000022440	turquoise	135	159	140	183	183	150	278	292	270	252	253	283	308	337	391	C1qtnf6	72709	-0.941894138	-0.256910028	-0.215594441	-0.047000184	-0.213439227	0.958632494	-0.407493437			
ENSMUSG00000033220	turquoise	701	532	669	1057	834	981	1768	971	879	1182	1023	1028	1106	1090	1213	Rac2	19354	-0.506929927	0.248287962	-0.855302342	0.622509868	0.662196057	0.463716785	-0.240220502			
ENSMUSG00000018008	turquoise	1063	880	1086	1232	1210	1067	2167	1684	1478	1688	1710	1928	1959	2190	2185	Cyth4	72318	-0.935729681	-0.231325627	-0.402253518	0.112224693	-0.075461446	0.931845509	-0.379285036			
ENSMUSG00000068220	turquoise	1342	1134	1254	1174	1274	1425	2385	2297	2325	2248	2078	2594	2993	3098	2999	Lgals1	16852	-0.929969433	-0.113595685	-0.085226759	-0.234987219	-0.331269266	0.959432307	-0.55572824			
ENSMUSG00000042622	turquoise	654	563	686	581	662	817	1272	1003	970	598	747	934	1271	1067	1506	Maff	17133	-0.565470038	0.227210831	0.181138484	-0.453609018	-0.476835139	0.590845483	-0.378800853			
ENSMUSG00000022415	turquoise	218	222	226	313	346	261	506	361	370	347	353	494	414	552	450	Syngr1	20972	-0.87466734	-0.165166966	-0.503023645	0.310936289	0.01484189	0.804261019	-0.120456283			
ENSMUSG00000022389	turquoise	2879	2525	3044	5385	6035	5814	10922	4359	5949	6029	5582	5899	4748	6473	9707	Tef	21685	-0.532678883	0.279991289	-0.835681737	0.669319743	0.566402575	0.41745195	-0.098670627			
ENSMUSG00000022435	turquoise	6	4	2	5	3	4	20	12	41	30	36	22	50	35	59	Upk3a	22270	-0.75289599	-0.236093676	-0.033844245	-0.252867799	-0.243288686	0.797583971	-0.684570666			
ENSMUSG00000022382	turquoise	74	81	55	63	87	130	138	159	182	152	147	169	205	161	235	Wnt7b	22422	-0.834986615	0.17939035	-0.115633813	-0.158370309	-0.151056805	0.846888466	-0.59085453			
ENSMUSG00000022385	turquoise	20	36	38	21	35	42	53	82	83	77	60	77	96	65	110	Gtse1	29870	-0.808691006	-0.046380291	-0.016367147	-0.257029107	-0.292556144	0.848145682	-0.427759843			
ENSMUSG00000035891	turquoise	1063	1042	1027	1113	961	971	2063	1690	1726	1096	1153	1397	2092	1808	1890	Cerk	223753	-0.593332666	-0.224781802	0.309777898	-0.5867319	-0.570231072	0.692181262	-0.462292575			
ENSMUSG00000029875	turquoise	82	99	88	78	47	42	165	156	260	81	150	85	348	131	185	Ccdc184	239650	-0.273147656	-0.381991629	0.524590546	-0.71423745	-0.572510037	0.400817339	-0.450708832			
ENSMUSG00000037280	turquoise	254	204	244	402	350	350	630	561	445	603	571	640	554	801	627	Galnt6	207839	-0.930217066	-0.09229263	-0.564973427	0.258818816	0.130416027	0.907251722	-0.415324351			
ENSMUSG00000046834	turquoise	18	4	9	11	8	35	17	19	19	46	32	40	36	58	22	Krt1	16678	-0.732657919	0.261195745	-0.362631073	0.066600553	0.039385814	0.712113784	-0.510033578			
ENSMUSG00000022488	turquoise	1174	955	886	1409	1209	1176	2510	1796	1652	1845	1750	2228	1932	2444	2421	Nckap1l	105855	-0.93219353	-0.153010778	-0.480276998	0.192826014	0.064487892	0.928180014	-0.540966664			
ENSMUSG00000022500	turquoise	1774	1363	1563	1446	1417	1454	2546	2621	2299	1801	1776	2554	3258	3117	3247	Litaf	56722	-0.758129577	-0.190972963	0.215937402	-0.493793569	-0.586716578	0.816913607	-0.473099784			
ENSMUSG00000071637	turquoise	1432	1396	1473	1915	1545	1724	2935	2415	2255	1182	1982	2128	3109	3112	2669	Cebpd	12609	-0.496150745	0.031455405	0.039536306	-0.283786532	-0.352782571	0.513674276	-0.242079484			
ENSMUSG00000105906	turquoise	104	227	167	264	142	151	543	1094	1077	571	413	417	1325	808	1617	Iglc1	110785	-0.673644444	-0.253360899	0.133526061	-0.439912114	-0.345055212	0.765925264	-0.584005118			
ENSMUSG00000105547	turquoise	55	22	28	125	72	87	155	122	73	147	125	81	96	51	135	Iglc3	110787	-0.399967238	0.121518123	-0.724303248	0.534814156	0.72445721	0.388817538	-0.361830173			
ENSMUSG00000076934	turquoise	101	247	179	229	170	173	557	1302	1386	778	645	698	1592	959	1984	Iglv1	16142	-0.766660765	-0.248588675	0.066729738	-0.376467965	-0.329893537	0.842070113	-0.590007806			
ENSMUSG00000076937	turquoise	155	95	152	205	173	225	1057	968	381	491	713	430	456	337	730	Iglc2	110786	-0.655162419	-0.124403729	-0.390995013	0.079938332	0.204258997	0.712990445	-0.602615644			
ENSMUSG00000076939	turquoise	22	24	35	45	34	42	697	264	132	111	330	62	69	124	229	Iglv3	404743	-0.432746233	-0.165204152	-0.367849338	0.121597718	0.219972489	0.488578924	-0.509387185			
ENSMUSG00000076940	turquoise	40	14	34	31	34	56	148	391	85	70	94	146	151	102	154	Iglv2	110612	-0.663019485	-0.083481654	-0.117723079	-0.189924091	-0.080711109	0.726720358	-0.526671138			
